Корневой ИД заявки,ИД версии заявки,Номер заявки,Дата создания заявки в формате Timezone,Дата начала действия версии заявки в формате Timezone,Признак инцидента,Корневой идентификатор категории дефекта,Код категории дефекта,Идентификатор дефекта,Признак дефекта возврата на доработку,"Наименование категории срочности: Аварийная, Обычная",Наименование округа,Код округа,Наименование района,Код района,Наименование статуса заявки,Идентификатор корневой версии вида выполненных работ,Идентификатор корневой версии охранных мероприятий,Результативность,Кол-во возвратов на доработку,Дата закрытия,Отзыв,Оценка качества выполнения работ,Код оценки качества выполнения ра
73438324,73446526,00007029/21,2021-01-01 19:51:56.706954+03,2021-01-02 08:45:45.02973+03,Нет,1597,,2275,Нет,Обычная,ЗАО,800,Можайский,809,Закрыта,15202,,Выполнено,,2021-01-02 08:45:45.02973+03,,,
73438329,73440056,00007030/21,2021-01-01 19:52:03.159582+03,2021-01-01 20:51:30.074024+03,Нет,1594,,2228,Нет,Обычная,САО,200,Левобережный,211,Закрыта,18321,,Выполнено,,2021-01-01 20:51:30.074024+03,,,
73438333,73574151,00007031/21,2021-01-01 19:52:14.988775+03,2021-01-04 15:15:26.711052+03,Нет,49,winter_works,3392,Нет,Обычная,САО,200,Хорошевский,217,Закрыта,15321,,Выполнено,,2021-01-02 02:52:43.46324+03,Работы выполнены,Удовлетворительно,neutral
73438344,73504984,00007032/21,2021-01-01 19:52:28.092119+03,2021-01-03 13:10:31.24397+03,Нет,1597,,2234,Нет,Обычная,ЮВАО,500,Кузьминки,506,Закрыта,15213,,Выполнено,,2021-01-01 21:15:40.11101+03,Работы выполнены,Хорошо,good
73438348,73438801,00007033/21,2021-01-01 19:52:31.074055+03,2021-01-01 20:07:08.61135+03,Нет,49,winter_works,3391,Нет,Обычная,СЗАО,900,Митино,902,Закрыта,15326,,Выполнено,,2021-01-01 20:07:08.61135+03,,,
73438355,73448003,00007034/21,2021-01-01 19:52:40.372697+03,2021-01-02 09:35:10.481561+03,Нет,1594,,1610,Да,Обычная,ЮВАО,500,Рязанский,513,Закрыта,15420,,Оказана консультация,,2021-01-02 09:35:10.481561+03,,,
73438360,73438516,00007035/21,2021-01-01 19:52:50.956047+03,2021-01-01 19:57:13.239191+03,Нет,1594,,2198,Нет,Обычная,СВАО,300,Ярославский,317,Закрыта,18256,,Оказана консультация,,2021-01-01 19:57:13.239191+03,,,
73438372,73504982,00007036/21,2021-01-01 19:53:13.083846+03,2021-01-03 13:10:30.839955+03,Нет,49,winter_works,3391,Нет,Обычная,САО,200,Западное Дегунино,209,Закрыта,15321,,Выполнено,,2021-01-01 22:00:46.71214+03,Работы выполнены,Хорошо,good
73438374,73440666,00007037/21,2021-01-01 19:53:15.342766+03,2021-01-01 21:15:07.39967+03,Нет,1597,,2393,Нет,Обычная,ЮАО,600,Нагорный,615,Закрыта,15946,,Выполнено,,2021-01-01 21:15:07.39967+03,,,
73438376,73443660,00007038/21,2021-01-01 19:53:17.477154+03,2021-01-02 00:10:19.51301+03,Нет,1594,,1934,Да,Обычная,ВАО,400,Новогиреево,411,Закрыта,15444,,Выполнено,,2021-01-02 00:10:19.51301+03,,,
73438377,73438390,00007039/21,2021-01-01 19:53:18.389135+03,2021-01-01 19:53:45.085994+03,Нет,49,winter_works,3391,Нет,Обычная,ЮВАО,500,Кузьминки,506,Закрыта,18248,,Не выполнено по инициативе УК/ОО,,2021-01-01 19:53:45.085994+03,,,
73438378,73462721,00007040/21,2021-01-01 19:53:22.895765+03,2021-01-02 13:52:11.751539+03,Нет,48,,1759,Да,Обычная,ЮВАО,500,Некрасовка,512,Закрыта,15292,,Выполнено,,2021-01-02 13:52:11.751539+03,,,
73438388,73510464,00007041/21,2021-01-01 19:53:42.419724+03,2021-01-03 14:10:31.94651+03,Нет,49,winter_works,3391,Нет,Обычная,ВАО,400,Новокосино,412,Закрыта,15321,,Выполнено,,2021-01-01 20:02:06.954078+03,Работы не выполнены,Плохо,bad
73438389,73440347,00007042/21,2021-01-01 19:53:43.009842+03,2021-01-01 21:02:06.879029+03,Нет,1597,,2234,Нет,Обычная,ВАО,400,Восточное Измайлово,405,Закрыта,15213,,Выполнено,,2021-01-01 21:02:06.879029+03,,,
73438395,73510876,00007043/21,2021-01-01 19:53:51.132765+03,2021-01-03 14:15:31.845653+03,Нет,53,,2297,Нет,Обычная,САО,200,Западное Дегунино,209,Закрыта,15313,,Выполнено,,2021-01-01 20:46:56.914137+03,,,
73438397,73504980,00007044/21,2021-01-01 19:53:51.713088+03,2021-01-03 13:10:30.439881+03,Нет,1597,,2234,Нет,Обычная,ЮВАО,500,Некрасовка,512,Закрыта,15213,,Выполнено,,2021-01-01 20:28:15.259141+03,,,
73438398,73459784,00007045/21,2021-01-01 19:53:52.334785+03,2021-01-02 13:12:44.018187+03,Нет,54,,2439,Да,Обычная,САО,200,Бескудниковский,203,Закрыта,14979,,Оказана консультация,,2021-01-02 13:12:44.018187+03,,,
73438407,73573801,00007046/21,2021-01-01 19:54:04.848019+03,2021-01-04 15:11:00.176416+03,Нет,51,,1776,Нет,Обычная,СВАО,300,Бутырский,305,Закрыта,15066,,Выполнено,,2021-01-02 01:02:38.764233+03,Работы выполнены,Удовлетворительно,neutral
73438415,73510892,00007047/21,2021-01-01 19:54:21.601743+03,2021-01-03 14:15:37.554267+03,Нет,49,winter_works,3391,Нет,Обычная,СЗАО,900,Покровское-Стрешнево,903,Закрыта,18256,,Оказана консультация,,2021-01-01 22:28:56.947958+03,Работы выполнены,Удовлетворительно,neutral
73438418,73515517,00007048/21,2021-01-01 19:54:22.395801+03,2021-01-03 15:10:38.082886+03,Нет,1594,,4094,Нет,Аварийная,СЗАО,900,Митино,902,Закрыта,15420,15378,Оказана консультация,,2021-01-01 20:44:32.28886+03,Работы выполнены,Хорошо,good
73438421,73573800,00007049/21,2021-01-01 19:54:23.133884+03,2021-01-04 15:10:59.726048+03,Нет,1594,,2213,Да,Обычная,ЗАО,800,Раменки,815,Закрыта,15549,,Выполнено,,2021-01-02 09:42:31.574837+03,Работы выполнены,Хорошо,good
73438436,73439990,00007050/21,2021-01-01 19:54:52.536946+03,2021-01-01 20:49:06.375663+03,Нет,53,,2391,Нет,Обычная,САО,200,Западное Дегунино,209,Закрыта,15313,,Выполнено,,2021-01-01 20:49:06.375663+03,,,
73438438,73439239,00007051/21,2021-01-01 19:54:56.119073+03,2021-01-01 20:21:47.926624+03,Нет,1594,,4094,Нет,Аварийная,ЮЗАО,700,Ясенево,712,Закрыта,18268,,Оказана консультация,,2021-01-01 20:21:47.926624+03,,,
73438444,73504979,00007052/21,2021-01-01 19:55:06.414375+03,2021-01-03 13:10:30.035796+03,Нет,59,,4336,Нет,Обычная,ЮВАО,500,Выхино-Жулебино,504,Закрыта,15009,15378,Выполнено,,2021-01-01 20:50:02.476918+03,Работы выполнены,Хорошо,good
73438446,73439959,00007053/21,2021-01-01 19:55:10.248709+03,2021-01-01 20:47:58.770041+03,Нет,59,,4328,Нет,Обычная,ЮВАО,500,Люблино,508,Закрыта,15513,,Выполнено,,2021-01-01 20:47:58.770041+03,,,
73438450,73454092,00007054/21,2021-01-01 19:55:21.747488+03,2021-01-02 11:35:54.40305+03,Нет,1597,,2393,Нет,Обычная,САО,200,Бескудниковский,203,Закрыта,15317,,Выполнено,,2021-01-02 11:35:54.40305+03,,,
73438452,73439343,00007055/21,2021-01-01 19:55:25.856344+03,2021-01-01 20:26:17.306263+03,Нет,51,,1771,Нет,Обычная,ЮВАО,500,Лефортово,507,Закрыта,15142,,Выполнено,,2021-01-01 20:26:17.306263+03,,,
73438455,73504978,00007056/21,2021-01-01 19:55:30.398263+03,2021-01-03 13:10:29.605776+03,Нет,1595,,1939,Да,Обычная,ЮВАО,500,Лефортово,507,Закрыта,15420,,Оказана консультация,,2021-01-01 20:27:42.863088+03,Работы выполнены,Хорошо,good
73438457,73462922,00007057/21,2021-01-01 19:55:31.744889+03,2021-01-02 13:55:21.919368+03,Нет,1597,,2393,Нет,Обычная,СВАО,300,Южное Медведково,316,Закрыта,15946,,Выполнено,,2021-01-02 13:55:21.919368+03,,,
73438458,73440901,00007058/21,2021-01-01 19:55:33.131154+03,2021-01-01 21:24:27.781403+03,Нет,51,,1777,Да,Обычная,ЮВАО,500,Выхино-Жулебино,504,Закрыта,15594,,Выполнено,,2021-01-01 21:24:27.781403+03,,,
73438467,73504976,00007059/21,2021-01-01 19:55:43.622147+03,2021-01-03 13:10:29.19276+03,Нет,50,,2248,Нет,Обычная,ВАО,400,Гольяново,406,Закрыта,18249,,Оказана консультация,,2021-01-01 20:06:41.857586+03,Работы не выполнены,Плохо,bad
73438469,73477388,00007060/21,2021-01-01 19:55:44.382456+03,2021-01-02 17:56:25.923021+03,Нет,51,,1979,Нет,Обычная,ЮВАО,500,Марьино,509,Закрыта,14954,,Выполнено,,2021-01-02 17:56:25.923021+03,,,
73438471,73504974,00007061/21,2021-01-01 19:55:46.340014+03,2021-01-03 13:10:28.750048+03,Нет,51,,1777,Да,Обычная,ЮАО,600,Орехово-Борисово Северное,616,Закрыта,15362,,Выполнено,,2021-01-01 20:40:30.822338+03,Работы выполнены,Хорошо,good
73438479,73504972,00007062/21,2021-01-01 19:55:57.683598+03,2021-01-03 13:10:28.319073+03,Нет,59,,1822,Нет,Аварийная,СЗАО,900,Митино,902,Закрыта,18278,15404,Выполнено,,2021-01-01 20:46:28.039108+03,Работы выполнены,Хорошо,good
73438492,73510874,00007063/21,2021-01-01 19:56:21.45403+03,2021-01-03 14:15:31.845653+03,Нет,53,,2297,Нет,Обычная,САО,200,Западное Дегунино,209,Закрыта,15313,,Выполнено,,2021-01-01 20:46:56.914137+03,,,
73438495,73443753,00007064/21,2021-01-01 19:56:22.930209+03,2021-01-02 00:19:07.510128+03,Нет,51,,1777,Да,Обычная,ЮВАО,500,Южнопортовый,515,Закрыта,15778,,Выполнено,,2021-01-02 00:19:07.510128+03,,,
73438497,73439945,00007065/21,2021-01-01 19:56:23.406116+03,2021-01-01 20:47:38.927445+03,Нет,53,,2297,Нет,Обычная,САО,200,Западное Дегунино,209,Закрыта,15313,,Выполнено,,2021-01-01 20:47:38.927445+03,,,
73438500,73504971,00007066/21,2021-01-01 19:56:31.78521+03,2021-01-03 13:10:27.918065+03,Нет,1594,,2158,Да,Аварийная,СВАО,300,Лосиноостровский,307,Закрыта,15080,,Выполнено,,2021-01-01 20:35:28.841158+03,Работы выполнены,Хорошо,good
73438506,73504970,00007067/21,2021-01-01 19:56:56.101402+03,2021-01-03 13:10:27.495126+03,Нет,59,,4328,Нет,Обычная,ЗАО,800,Кунцево,807,Закрыта,15513,,Выполнено,,2021-01-01 20:49:07.341509+03,Работы выполнены,Хорошо,good
73438508,73504969,00007068/21,2021-01-01 19:57:04.298371+03,2021-01-03 13:10:27.053775+03,Нет,1594,,2228,Нет,Обычная,СВАО,300,Ярославский,317,Закрыта,14979,,Оказана консультация,,2021-01-01 20:23:52.019313+03,Работы выполнены,Удовлетворительно,neutral
73438512,73445761,00007069/21,2021-01-01 19:57:08.866855+03,2021-01-02 08:03:27.781382+03,Нет,57,,2017,Да,Обычная,ЮЗАО,700,Зюзино,703,Закрыта,15045,,Выполнено,,2021-01-02 08:03:27.781382+03,,,
73438519,73442377,00007070/21,2021-01-01 19:57:14.769908+03,2021-01-01 22:38:01.027385+03,Нет,59,,4328,Нет,Обычная,ЮВАО,500,Выхино-Жулебино,504,Закрыта,15513,,Выполнено,,2021-01-01 22:38:01.027385+03,,,
73438524,73445103,00007071/21,2021-01-01 19:57:32.221234+03,2021-01-02 06:31:42.905422+03,Нет,59,,4328,Нет,Обычная,ВАО,400,Перово,413,Закрыта,15513,,Выполнено,,2021-01-02 06:31:42.905422+03,,,
73438527,73504968,00007072/21,2021-01-01 19:57:44.541557+03,2021-01-03 13:10:26.606097+03,Нет,1595,,1924,Нет,Обычная,ЮЗАО,700,Коньково,704,Закрыта,15529,15225,Выполнено,,2021-01-01 20:52:52.475204+03,Работы не выполнены,Плохо,bad
73438533,73439262,00007073/21,2021-01-01 19:57:59.432058+03,2021-01-01 20:23:09.465026+03,Нет,49,winter_works,3391,Нет,Обычная,САО,200,Восточное Дегунино,206,Закрыта,18248,,Не выполнено по инициативе УК/ОО,,2021-01-01 20:23:09.465026+03,,,
73438535,73440383,00007074/21,2021-01-01 19:58:05.721728+03,2021-01-01 21:03:23.395047+03,Нет,1594,,4094,Нет,Аварийная,ЗАО,800,Кунцево,807,Закрыта,15420,18346,Оказана консультация,,2021-01-01 21:03:23.395047+03,,,
73438544,73515514,00007075/21,2021-01-01 19:58:15.065649+03,2021-01-03 15:10:36.842543+03,Нет,49,winter_works,3391,Нет,Обычная,СЗАО,900,Северное Тушино,904,Закрыта,18248,,Не выполнено по инициативе УК/ОО,,2021-01-01 21:30:07.58239+03,Работы не выполнены,Плохо,bad
73438546,73440981,00007076/21,2021-01-01 19:58:17.531026+03,2021-01-01 21:27:38.232573+03,Нет,49,winter_works,2203,Нет,Обычная,СЗАО,900,Куркино,901,Закрыта,15326,,Выполнено,,2021-01-01 21:27:38.232573+03,,,
73438549,73510459,00007077/21,2021-01-01 19:58:19.451426+03,2021-01-03 14:10:30.264025+03,Нет,59,,2279,Нет,Аварийная,ЗАО,800,Раменки,815,Закрыта,15420,15378,Оказана консультация,,2021-01-01 21:58:45.628757+03,,Плохо,bad
73438551,73438798,00007078/21,2021-01-01 19:58:29.428307+03,2021-01-01 20:06:59.967459+03,Нет,1594,,2197,Нет,Обычная,ВАО,400,Соколиная Гора,417,Закрыта,18268,,Оказана консультация,,2021-01-01 20:06:59.967459+03,,,
73438557,73439907,00007079/21,2021-01-01 19:58:43.664646+03,2021-01-01 20:46:54.207831+03,Нет,59,,4328,Нет,Обычная,СЗАО,900,Хорошево-Мневники,906,Закрыта,15513,,Выполнено,,2021-01-01 20:46:54.207831+03,,,
73438561,73504966,00007080/21,2021-01-01 19:58:46.769073+03,2021-01-03 13:10:26.199439+03,Нет,51,,1777,Да,Обычная,ЦАО,100,Таганский,107,Закрыта,15594,,Выполнено,,2021-01-01 22:34:15.000328+03,,,
73438565,73439810,00007081/21,2021-01-01 19:58:52.674358+03,2021-01-01 20:43:16.655438+03,Нет,1594,,2229,Нет,Аварийная,СВАО,300,Северный,315,Закрыта,15420,18346,Оказана консультация,,2021-01-01 20:43:16.655438+03,,,
73438568,73573799,00007082/21,2021-01-01 19:58:55.929861+03,2021-01-04 15:10:59.307953+03,Нет,1594,,2198,Нет,Обычная,СЗАО,900,Митино,902,Закрыта,14979,,Оказана консультация,,2021-01-02 09:51:26.655749+03,Работы выполнены,Плохо,bad
73438586,73438615,00007083/21,2021-01-01 19:59:30.681431+03,2021-01-01 20:00:19.410141+03,Нет,49,winter_works,3391,Нет,Обычная,САО,200,Сокол,214,Закрыта,18254,,Не выполнено по инициативе жителя,,2021-01-01 20:00:19.410141+03,,,
73438587,73439572,00007084/21,2021-01-01 19:59:31.113497+03,2021-01-01 20:34:50.859293+03,Нет,1597,,2234,Нет,Обычная,ВАО,400,Ивановское,407,Закрыта,15213,,Выполнено,,2021-01-01 20:34:50.859293+03,,,
73438599,73439944,00007085/21,2021-01-01 19:59:54.560074+03,2021-01-01 20:47:38.927445+03,Нет,53,,2297,Нет,Обычная,САО,200,Западное Дегунино,209,Закрыта,15313,,Выполнено,,2021-01-01 20:47:38.927445+03,,,
73438607,73441471,00007086/21,2021-01-01 20:00:05.802079+03,2021-01-01 21:48:00.080517+03,Нет,1597,,2234,Нет,Обычная,ЮВАО,500,Кузьминки,506,Закрыта,15213,,Выполнено,,2021-01-01 21:48:00.080517+03,,,
73438619,73440316,00007087/21,2021-01-01 20:00:24.646944+03,2021-01-01 21:01:02.985229+03,Нет,1597,,2234,Нет,Обычная,СВАО,300,Ростокино,312,Закрыта,15213,,Выполнено,,2021-01-01 21:01:02.985229+03,,,
73438621,73504965,00007088/21,2021-01-01 20:00:25.507078+03,2021-01-03 13:10:25.739385+03,Нет,59,,1822,Нет,Аварийная,ЮЗАО,700,Ломоносовский,706,Закрыта,15605,15404,Выполнено,,2021-01-01 20:39:28.9419+03,Работы выполнены,Хорошо,good
73438622,73573796,00007089/21,2021-01-01 20:00:27.745775+03,2021-01-04 15:10:58.863955+03,Нет,1595,,2288,Да,Обычная,ЮАО,600,Бирюлево Восточное,606,Закрыта,18255,,Не выполнено по инициативе жителя,,2021-01-02 02:32:33.953408+03,,,
73438631,73439614,00007090/21,2021-01-01 20:00:51.373688+03,2021-01-01 20:36:25.320647+03,Нет,1596,,2066,Нет,Обычная,ВАО,400,Измайлово,408,Закрыта,15831,,Выполнено,,2021-01-01 20:36:25.320647+03,,,
